"original_path","archive_path","action","sha256","sources","rationale"
"outputs/20260601_183744_cUWRpJ/checkpoint.pkl","artifacts/archive/outputs/20260601_183744_cUWRpJ/checkpoint.pkl","archived","EB4129ECFF3FEF194BE9C41FC0B55141B41C55023995E79A0858980C539870CE","generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"outputs/20260601_183744_cUWRpJ/hall_of_fame.csv","artifacts/archive/outputs/20260601_183744_cUWRpJ/hall_of_fame.csv","archived","2F16096162EEE2B7129FA32289827CE904675903B2D20DD56D4227328B9080F6","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"outputs/20260601_183744_cUWRpJ/hall_of_fame.csv.bak","artifacts/archive/outputs/20260601_183744_cUWRpJ/hall_of_fame.csv.bak","archived","2F16096162EEE2B7129FA32289827CE904675903B2D20DD56D4227328B9080F6","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/experiments_archive/baseline_benchmark.py","artifacts/archive/physics/artifacts/experiments_archive/baseline_benchmark.py","archived","49942A899E5450E1519F21F019A99053F9751559630D90A646D662CDF1950758","generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260524_180152_cFvZaI/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260524_180152_cFvZaI/hall_of_fame.csv.bak","archived","C2BA339B84D105D584824D3E3DF32E4526AC500D1F8CA810721F07F0519621EA","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260524_180327_rDFO3r/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260524_180327_rDFO3r/hall_of_fame.csv.bak","archived","627130B44A0DE8C4A8C2B49FB29D064F6B957B0BF70620668A168E9CC6E9DA2F","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260524_180439_Wye1C4/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260524_180439_Wye1C4/hall_of_fame.csv.bak","archived","F50481CCDDE1178682D3AAEC72AC3727828DA475CBC63589DBA72988ED69E09B","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260525_174118_5jPp6q/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260525_174118_5jPp6q/hall_of_fame.csv.bak","archived","EB32E2176626A5919BC800E4266A1E84FE5559F5189C4B6B600DDA67AB930155","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260525_174613_HCyVIO/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260525_174613_HCyVIO/hall_of_fame.csv.bak","archived","BCB50BD7E9AE662A3C42106E678DAC48109FA6BAB8F549FEA35108E344680C86","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260525_175035_aMn83x/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260525_175035_aMn83x/hall_of_fame.csv.bak","archived","9CDDE7039C470640BD9071EE448F7108408B9C51EBD8E3A340E9336A4473CFC8","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260525_175453_GdmbdH/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260525_175453_GdmbdH/hall_of_fame.csv.bak","archived","78947F8A464425A12BB8BA18E215A207EF9379DB73BB2D3294A2CDBD55F4EAEE","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"physics/artifacts/outputs/20260525_175919_aMn83x/hall_of_fame.csv.bak","artifacts/archive/physics/artifacts/outputs/20260525_175919_aMn83x/hall_of_fame.csv.bak","archived","5FEF1F0A5BFD719D70C5932F886267950FEB9E41AB2BEE37458B871B641B1D63","duplicate|generated|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"QUANTUM_DOMAIN_REPORT.md","docs/archive/root/QUANTUM_DOMAIN_REPORT.md","archived","0B858CB04D0A5D8FC092CEDB4833BC09212BDA6591F287D2BADC5C61212EBF43","duplicate","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"QUANTUM_FITNESS_REPORT.md","docs/archive/root/QUANTUM_FITNESS_REPORT.md","archived","780D70AEB97C9C700D9B378956322EAF7D923C131DCADB2BA27BFCA44C3EFD2E","duplicate","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"QUANTUM_KNOWLEDGE_REPORT.md","docs/archive/root/QUANTUM_KNOWLEDGE_REPORT.md","archived","7088F05116F938279046FB4DEF291D074A425C93512D444EAFD746420204E1D0","duplicate","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"QUANTUM_SANDBOX_REPORT.md","docs/archive/root/QUANTUM_SANDBOX_REPORT.md","archived","FC717F1D92F4010859BD5988C2FD236168815472EAD75A0FF020EE7E7BE306FD","duplicate","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"README_AUDIT.md","docs/archive/root/README_AUDIT.md","archived","BCA697D701FD69D0F0D28F65B3C00C472506C1AEAB047D8E1433381C5DC214A2","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"README_REWRITTEN.md","docs/archive/root/README_REWRITTEN.md","archived","1031C4167EF1F3E75A40D359C704A9311C7542B9635FD18902C1D52129C5EC06","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/harmonic/metrics.csv","artifacts/archive/results/harmonic/metrics.csv","archived","77481F3FBEF8693DDEBDA68E1EFA6EB2ED1F40DECEC2BA859C66B0EC49857FFC","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/harmonic/neural_ode_loss.png","artifacts/archive/results/harmonic/neural_ode_loss.png","archived","86BC8E61AEB5A7E58228103A27071B652E3E976F58FB58F12D7A4B8C68FE3C4F","generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/harmonic/symbolic_coefficients.csv","artifacts/archive/results/harmonic/symbolic_coefficients.csv","archived","79695E29213B75F862A52BA7091BA74027193B2561762033018EA1F236953623","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/harmonic/trajectory.png","artifacts/archive/results/harmonic/trajectory.png","archived","D5D82FF850AB953D5F8375406468AA1F0B2285DC33DBED494B86958E9D4164AF","generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8c/sota_benchmark.csv","artifacts/archive/results/phase8c/sota_benchmark.csv","archived","ECBF32A8657063A4BBD7049F75F3448BC6E6A0153B2FA741DB560E8B6E4EB954","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8e/robustness_all.json","artifacts/archive/results/phase8e/robustness_all.json","archived","FB3F1E529219907AE74CCA148F94652E697BAFB5053C0CFA82B7F75A77924ACB","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8e/robustness_missing_data.csv","artifacts/archive/results/phase8e/robustness_missing_data.csv","archived","28A021B644D9DB2E51ACB38C914AAC2B36340C97E894E110BE736F358A7F775E","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8e/robustness_noise.csv","artifacts/archive/results/phase8e/robustness_noise.csv","archived","4C6DFF053023AB7793F3DDF5F02F43528BE314988C0DF81FA32196BC3F6F36F2","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8e/robustness_ood.csv","artifacts/archive/results/phase8e/robustness_ood.csv","archived","0C34E6ABE6B793EEE55F3E9926E28A1C9779A6FFE7E27A8FC5901B714013D6DB","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"results/phase8e/robustness_parameter_drift.csv","artifacts/archive/results/phase8e/robustness_parameter_drift.csv","archived","04103600BDD2BB66630EAD6A5643CCA53C73EEDF337BD360CD15CA9D3A8251BD","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/dashboard/public/artifacts/baselines/baseline_index.json","artifacts/archive/satelite/dashboard/public/artifacts/baselines/baseline_index.json","archived","65B07E3BAF801B0D55ECC723DFFACEE3E728E7309109411717D03A7DA3A7EEC0","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/dashboard/public/artifacts/baselines/massive_sweep_2026-05-20T23-02-23Z.json","artifacts/archive/satelite/dashboard/public/artifacts/baselines/massive_sweep_2026-05-20T23-02-23Z.json","archived","1F1238B83D08FE45203BCBD4BD2B533298437B437760CFA89480CF1171F97A81","duplicate|generated","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/ACCEPTANCE_STATUS.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/ACCEPTANCE_STATUS.md","archived","ACC0070D57EE25D9BC9F75336FE269381FE3C4B392F33E5EEAB6AB1D0CC45F4E","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/BASELINE_MANIFEST.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/BASELINE_MANIFEST.md","archived","0A46243C7AA6566E302A683C0DFA9CDEE241AC2B96C41CA0F2EFEE3794FCE627","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/fail_resolution_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/fail_resolution_report.md","archived","9F8DA206D44A1E2ADADB48A21FD6BC5EECA243E4885770828F5A45A5E2A9668C","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/regression_campaign_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/regression_campaign_report.md","archived","0F1FB8418F88ECEB73A69FF48B590D2C58956E80D25297940F79EF2EE462DD45","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/verification_dashboard.csv","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/verification_dashboard.csv","archived","4F10890C4B99737D274DBFE9569C72F25B66C2708C8E08DBC7EA03F71DE16FC6","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v1/verification_dashboard.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v1/verification_dashboard.md","archived","2490B2A51E99BCD5F5B8638E7327C491529279E6E24B88AF7BF087CA29D18CFB","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/ACCEPTANCE_STATUS.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/ACCEPTANCE_STATUS.md","archived","6510F2671C0EC7A2F1CF6859D443028441E2A0630BB622E6AC44D93C52D4B315","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/BASELINE_MANIFEST.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/BASELINE_MANIFEST.md","archived","C42C135E560B0EECF7F52237A17BC135892A47B8FCB788DE7F9B295EF6CE4F96","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/ekf_residuals.csv","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/ekf_residuals.csv","archived","E7B24566E06C61A977508C78428672FBE27E8F19FED38C34327469B013855A23","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/ekf_validation_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/ekf_validation_report.md","archived","7730BDD147A58BF09FFD536E461DE2F9291BF7DF94247B98344D650ABFF5E1C4","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/fail_resolution_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/fail_resolution_report.md","archived","9F8DA206D44A1E2ADADB48A21FD6BC5EECA243E4885770828F5A45A5E2A9668C","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/regression_campaign_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/regression_campaign_report.md","archived","0F1FB8418F88ECEB73A69FF48B590D2C58956E80D25297940F79EF2EE462DD45","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/verification_dashboard.csv","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/verification_dashboard.csv","archived","9A1B4472DCD6E2D4D3C7E30536185B01CE37ECFFC3C5C15EF67FF5B7B72558D1","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v2/verification_dashboard.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v2/verification_dashboard.md","archived","2951EC0F482A3BEBE2112CB4761785C35D912D4FDDB80B0EE207C85A35886798","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/BASELINE_MANIFEST.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/BASELINE_MANIFEST.md","archived","295748DDAA887F4AE76E9C0A067CD993AEE1766D35E7E5FA229D40E6F833E4C8","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/cdr_action_item_status.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/cdr_action_item_status.md","archived","68DB03D113055D0B1FC5E62769A19432C9C7E086052E8D3D9D46F50462330879","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/CDR_READINESS_REVIEW.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/CDR_READINESS_REVIEW.md","archived","591BE7AB5CC30DBF4AC594B2B9E7E16F1791B516C02AE447DBD141699ADE739A","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/CDR_STATUS.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/CDR_STATUS.md","archived","D5EF848AE02143B82657A5A88475BA60422066B30D4195564C6BA209647F31A6","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/CDR_V2_V3_COMPARISON.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/CDR_V2_V3_COMPARISON.md","archived","7E72E4B02C47540F27A5EE3D029C8C81FAA6EB6B5F7C18279B138031F38AD40C","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/coverage_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/coverage_report.md","archived","FDA8E624C529DDD59EFA4B8C8C925C16C3D5D40C4ECFBC00250DB950598BE823","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/coverage_summary.json","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/coverage_summary.json","archived","544F3F74A5BC7E8656A75B3CB846E942A0CC20125D752C80986F7D9E79F98460","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/ekf_residuals.csv","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/ekf_residuals.csv","archived","E7B24566E06C61A977508C78428672FBE27E8F19FED38C34327469B013855A23","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/ekf_validation_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/ekf_validation_report.md","archived","7730BDD147A58BF09FFD536E461DE2F9291BF7DF94247B98344D650ABFF5E1C4","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/fail_resolution_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/fail_resolution_report.md","archived","9F8DA206D44A1E2ADADB48A21FD6BC5EECA243E4885770828F5A45A5E2A9668C","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/FREEZE_POLICY.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/FREEZE_POLICY.md","archived","4B65E08836F3D3A38B400A448679F0BECD4FA60810AFF643AC112A0A5CA1D4B5","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/regression_campaign_report.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/regression_campaign_report.md","archived","0F1FB8418F88ECEB73A69FF48B590D2C58956E80D25297940F79EF2EE462DD45","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/SHA256SUMS.txt","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/SHA256SUMS.txt","archived","5EE9D306C0454868C69516F59EC7955EFB6284BDEE8DDB1A2110AC746685733F","stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/verification_dashboard.csv","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/verification_dashboard.csv","archived","9A1B4472DCD6E2D4D3C7E30536185B01CE37ECFFC3C5C15EF67FF5B7B72558D1","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"satelite/VERIFICATION_BASELINE_v3/verification_dashboard.md","artifacts/archive/satelite/VERIFICATION_BASELINE_v3/verification_dashboard.md","archived","2951EC0F482A3BEBE2112CB4761785C35D912D4FDDB80B0EE207C85A35886798","duplicate|stale","Generated evidence or historical result; move only with manifest and compatibility path if referenced."
"benchmark/README.md","docs/archive/legacy_benchmark/README.md","archived","13B9BAA7284DA0F85CD3FD7815B236C61D75D178FA1F919E79141A2BEFA88BFE","migration-plan","Legacy singular benchmark folder archived; QADE benchmark command remains in quantum/benchmarks and benchmarks/ shim."
"artifacts/autonomous_session.json","artifacts/archive/artifacts/autonomous_session.json.20260607202313.archive","archived_post_validation","459D6CF7D5178F3FEF42CA47506164859F9D4AB2135440A6F6030086BEAE863D","generated","Re-archived after validation command regenerated classified archive artifact."
"artifacts/discovery_report.md","artifacts/archive/artifacts/discovery_report.md.20260607202313.archive","archived_post_validation","029CF38E0B282ED0D165E09ECC29F0F00ACC284D48A0CB98EE1B4F9AE0546AEE","generated","Re-archived after validation command regenerated classified archive artifact."
"artifacts/experiments.db","artifacts/archive/artifacts/experiments.db.20260607202313.archive","archived_post_validation","DFF24C857583EB554202761F5314FF6CEE6C360A1B11F31709618E4396B50DC0","generated","Re-archived after validation command regenerated classified archive artifact."
