path,sources,disposition,rationale
benchmarks/results/COMPILER_COMPARISON.csv,generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/COMPLETE_PHASE3_RESULTS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE3_HARDWARE_AWARE_RESULTS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE3_ROUTING_PLACEMENT_ABLATION.csv,generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE4_CATEGORY_SUMMARY.csv,generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE4_FAMILY_SUMMARY.csv,generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE4_WORKLOAD_ANALYSIS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE5_GENERALIZATION_RESULTS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE5_MOTIF_DATABASE.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE5_MOTIF_DATABASE.json,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE5_TOP_MOTIFS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE6_IP_PORTFOLIO_VALUE.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE6_MOTIF_ECONOMICS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE6_WORKLOAD_ECONOMICS.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE7_COMPETITIVE_GAP.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE7_KNOWLEDGE_GROWTH.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE7_MOAT_SCORES.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/PHASE7_NETWORK_EFFECT.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/QADE_MOTIF_DATABASE.csv,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/results/QADE_MOTIF_DATABASE.json,duplicate|generated,KEEP,"Evidence, public report, benchmark result, or active verification baseline."
benchmarks/run_all_benchmarks.py,duplicate,REVIEW,Not enough confidence for automated disposition.
blind_validation_report.json,generated,REVIEW,Not enough confidence for automated disposition.
cad_thermal_network.json,duplicate,REVIEW,Not enough confidence for automated disposition.
calibration_audit_report.json,generated,REVIEW,Not enough confidence for automated disposition.
consistency_audit_report.json,generated,REVIEW,Not enough confidence for automated disposition.
counterfactual_scaffold_report.json,generated,REVIEW,Not enough confidence for automated disposition.
cross_domain_discovery_report.json,generated,REVIEW,Not enough confidence for automated disposition.
cross_simulator_report.json,generated,REVIEW,Not enough confidence for automated disposition.
dashboard/.gitignore,duplicate,REVIEW,Not enough confidence for automated disposition.
dashboard/.next/app-path-routes-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/BUILD_ID,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[root-of-the-server]__0d-m0h0._.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[root-of-the-server]__0d-m0h0._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[root-of-the-server]__0ubbtyl._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[root-of-the-server]__0ubbtyl._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[turbopack-node]_transforms_postcss_ts_06e.r3r._.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[turbopack-node]_transforms_postcss_ts_06e.r3r._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[turbopack]_runtime.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/[turbopack]_runtime.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/node_modules_13sb.px._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/chunks/node_modules_13sb.px._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/package.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/postcss.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/build/postcss.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/cache/.previewinfo,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/cache/.rscinfo,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/cache/.tsbuildinfo,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[root-of-the-server]__0d-m0h0._.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[root-of-the-server]__0d-m0h0._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[root-of-the-server]__0ubbtyl._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[root-of-the-server]__0ubbtyl._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[turbopack-node]_transforms_postcss_ts_06e.r3r._.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[turbopack-node]_transforms_postcss_ts_06e.r3r._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[turbopack]_runtime.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/[turbopack]_runtime.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/node_modules_13sb.px._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/chunks/node_modules_13sb.px._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/package.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/postcss.js,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/build/postcss.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/.rscinfo,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/next-devtools-config.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000001.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000002.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000003.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000004.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000005.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000006.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000007.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000008.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000009.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000010.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000011.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000012.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000013.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000014.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000015.sst,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000016.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000017.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000018.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/00000019.meta,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/CURRENT,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/cache/turbopack/ee6e79b1/LOG,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/fallback-build-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/logs/next-development.log,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/package.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/prerender-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/routes-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app-paths-manifest.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page_client-reference-manifest.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page/app-paths-manifest.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page/build-manifest.json,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page/next-font-manifest.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page/react-loadable-manifest.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/app/[lang]/satellite/page/server-reference-manifest.json,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/_0l0i7jy._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/_0l0i7jy._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/_next-internal_server_app_[lang]_satellite_page_actions_0vdejvu.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/_next-internal_server_app_[lang]_satellite_page_actions_0vdejvu.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[externals]__0n13xf4._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[externals]__0n13xf4._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[externals]_next_dist_0yew8f-._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[externals]_next_dist_0yew8f-._.js.map,duplicate|generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[root-of-the-server]__06jreay._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[root-of-the-server]__06jreay._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[root-of-the-server]__0j5dduv._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[root-of-the-server]__0j5dduv._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[turbopack]_runtime.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/[turbopack]_runtime.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0_kga3_._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0_kga3_._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_09w7yel._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_09w7yel._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0elhrjp._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0elhrjp._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0uq1~sk._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_0uq1~sk._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_framer-motion_dist_es_0zo-5a2._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_framer-motion_dist_es_0zo-5a2._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_motion-dom_dist_es_07wn477._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_motion-dom_dist_es_07wn477._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_09_q75t._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_09_q75t._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_0yh1sr3._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_0yh1sr3._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_0inhx6q._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_0inhx6q._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_forbidden_0ghu-f7.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_forbidden_0ghu-f7.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_global-error_0lgvd_..js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_global-error_0lgvd_..js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_unauthorized_0cjv-23.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_client_components_builtin_unauthorized_0cjv-23.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_compiled_07ho8ku._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_compiled_07ho8ku._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_esm_0gybpgt._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_esm_0gybpgt._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_server_route-modules_app-page_0f6k0sl._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_next_dist_server_route-modules_app-page_0f6k0sl._.js.map,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
dashboard/.next/dev/server/chunks/ssr/node_modules_recharts_es6_0tlc6yv._.js,generated|stale,DELETE_CANDIDATE,Generated/cache/build output; safe only after owner review and regeneration path confirmation.
