domain,model_complexity,dataset_size,method,historical_metrics,compute_cost,novelty_score,epistemic_gain
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
lorenz,1.0,100.0,MultiAgentSystem,0.7087133908470544,1.0,0.5,0.3543566954235272
lorenz,1.0,100.0,MultiAgentSystem,0.0417426781694108,1.0,0.5,0.0208713390847054
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
lorenz,1.0,100.0,MultiAgentSystem,0.7087133908470544,1.0,0.5,0.3543566954235272
lorenz,1.0,100.0,MultiAgentSystem,0.0417426781694108,1.0,0.5,0.0208713390847054
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
lorenz,1.0,100.0,MultiAgentSystem,0.7087133908470544,1.0,0.5,0.3543566954235272
lorenz,1.0,100.0,MultiAgentSystem,0.0417426781694108,1.0,0.5,0.0208713390847054
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
lorenz,1.0,100.0,MultiAgentSystem,0.7087133908470544,1.0,0.5,0.3543566954235272
lorenz,1.0,100.0,MultiAgentSystem,0.0417426781694108,1.0,0.5,0.0208713390847054
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
lorenz,1.0,100.0,MultiAgentSystem,0.7087133908470544,1.0,0.5,0.3543566954235272
lorenz,1.0,100.0,MultiAgentSystem,0.0417426781694108,1.0,0.5,0.0208713390847054
lorenz,1.0,100.0,MultiAgentSystem,0.5700000000000001,1.0,0.5,0.285
lorenz,1.0,100.0,MultiAgentSystem,0.3721833778981688,1.0,0.5,0.1860916889490844
lorenz,1.0,100.0,MultiAgentSystem,3.919565545908208,1.0,0.5,1.959782772954104
physics,1.0,100.0,MultiAgentSystem,3.919565545908208,1.0,0.5,1.959782772954104
physics,1.0,100.0,ScientificMemoryAdvanced,0.0,1.0,0.5,0.0
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,0.35,1.0,0.5,0.175
physical_lab,1.0,100.0,PhysicalLabInterface,3.998731633115591,1.0,0.5,1.999365816557796
physics,1.0,100.0,PhysicalLabInterface,3.998731633115591,1.0,0.5,1.999365816557796
scalar_field,1.0,100.0,TheoryAutowriter,3.333333333333333,1.0,0.5,1.6666666666666667
cross_domain,1.0,100.0,CrossDomainTransfer,0.8232522062498049,1.0,0.5,0.4116261031249024
cross_domain,1.0,100.0,CrossDomainTransfer,0.473678351453138,1.0,0.5,0.236839175726569
cross_domain,1.0,100.0,CrossDomainTransfer,1.0144607269559598,1.0,0.5,0.5072303634779799
cross_domain,1.0,100.0,CrossDomainTransfer,0.8035629075442641,1.0,0.5,0.401781453772132
physics,1.0,100.0,CrossDomainTransfer,3.0,1.0,0.5,1.5
multi,1.0,100.0,FrontierDiscovery,7.573333333333333,1.0,0.5,3.786666666666666
lorenz,1.0,100.0,MultiAgentSystem,0.55,1.0,0.5,0.275
lorenz,1.0,100.0,MultiAgentSystem,10.0,1.0,0.5,5.0
multi,1.0,100.0,FrontierDiscovery,36.93333333333333,1.0,0.5,18.466666666666665
physics,1.0,100.0,FrontierDiscovery,36.93333333333333,1.0,0.5,18.466666666666665
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
lorenz,6.0,60.0,multi_agent_debate,0.6704560690164654,6.0,0.5,0.3352280345082327
hpc,10.0,10.0,distributed_execution,5.938730709141469,1.6838615000015125,0.0001669377123655,0.0001669377123655
hpc,12.0,50.0,distributed_execution,19.43740907433814,2.572359299985692,0.0004553212861052,0.0004553212861052
hpc,12.0,100.0,distributed_execution,28.075016556245632,3.5618857000372373,0.000657657231832,0.000657657231832
hpc,12.0,500.0,distributed_execution,53.9129710943954,9.274205999972764,0.0012629112883601,0.0012629112883601
Lorenz_to_Climate,3.0,160.0,cross_domain_transfer,0.9518209513292808,1.0,0.0575283640400442,0.9518209513292808
ECG_to_EEG,3.0,160.0,cross_domain_transfer,0.406747188762438,1.0,0.9588292488074258,0.203373594381219
Fluids_to_Materials,3.0,160.0,cross_domain_transfer,0.7019088074796406,1.0,0.501436607392516,0.7019088074796406
QG_to_Materials,3.0,160.0,cross_domain_transfer,0.369317472563847,1.0,0.9762253992190004,0.1846587362819235
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.0417426781694108,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
multi,2.0,10.0,sequential,0.041742678169410886,2.0,1.0,0.5566970712677644
