Timestamp_Epoch,Orbit_Time_Min,ISS_ATCS_CPU_Raw_C,ISS_ATCS_Battery_Raw_C,ISS_ATCS_Radiator_Raw_C,Solar_Flux_W_m2,Payload_Power_W,CPU_Cleaned_C,Radiator_Cleaned_C,CPU_Filtered_C,Radiator_Filtered_C
177984844,14.07,46.732,24.207,70.873,1361.0,15.0,46.732,70.648,46.31025224577804,67.74369707331448
177984865,14.43,47.059,24.456,72.023,1361.0,15.0,46.924,70.873,46.46368918433353,68.52602280498586
177984887,14.79,46.937,24.197,70.648,1361.0,15.0,46.937,72.023,46.58201688825015,69.4002671037394
177984909,15.15,46.924,24.483,72.562,1361.0,15.0,46.937,72.064,46.67076266618761,70.06620032780455
177984930,15.51,46.946,24.656,72.064,1361.0,15.0,46.937,72.428,46.73732199964071,70.65665024585341
177984952,15.87,46.567,24.105,72.428,1361.0,15.0,46.946,72.562,46.78949149973054,71.13298768439006
177984973,16.23,46.958,24.392,73.838,1361.0,15.0,46.958,72.472,46.831618624797905,71.46774076329254
177984995,16.59,47.145,24.633,74.066,1361.0,15.0,47.145,73.838,46.90996396859843,72.0603055724694
177985017,16.95,47.831,24.551,72.472,1361.0,15.0,47.145,74.066,46.968722976448824,72.56172917935206
177985038,17.31,47.619,24.672,75.607,1361.0,15.0,47.619,74.414,47.13129223233662,73.02479688451405
177985060,17.68,46.845,24.56,75.882,1361.0,15.0,47.619,75.607,47.253219174252465,73.67034766338554
177985082,18.04,47.744,24.697,74.414,1361.0,15.0,47.52,75.645,47.31991438068935,74.16401074753915
177985103,18.4,47.52,24.694,75.645,1361.0,15.0,47.52,75.882,47.369935785517015,74.59350806065436
177985125,18.76,47.458,24.926,76.019,1361.0,15.0,47.744,75.645,47.46345183913776,74.85638104549076
177985147,19.12,48.023,24.821,76.07,1361.0,15.0,48.023,75.673,47.60333887935332,75.06053578411807
177985168,19.48,48.235,24.866,75.574,1361.0,15.0,48.023,76.019,47.70825415951499,75.30015183808855
177985190,19.84,48.235,24.785,75.673,1361.0,15.0,48.023,76.07,47.78694061963625,75.49261387856642
177985212,20.2,47.561,24.804,76.437,1361.0,15.0,48.084,76.437,47.861205464727185,75.72871040892481
177985233,20.56,47.803,24.843,77.671,1361.0,15.0,48.084,76.515,47.91690409854539,75.9252828066936
177985255,20.92,48.084,24.997,77.235,1361.0,15.0,47.803,77.235,47.88842807390904,76.25271210502021
177985276,21.28,48.361,24.904,76.515,1361.0,15.0,47.921,77.235,47.89657105543178,76.49828407876515
177985298,21.64,47.794,25.039,77.619,1361.0,15.0,47.921,77.235,47.902678291573835,76.68246305907387
177985320,22.0,47.921,25.335,74.411,1361.0,15.0,47.794,76.515,47.87550871868038,76.6405972943054
177985341,22.36,47.557,25.181,78.032,1361.0,15.0,47.794,76.639,47.85513153901029,76.64019797072905
177985363,22.73,47.521,25.028,75.429,1361.0,15.0,47.921,75.901,47.87159865425771,76.45539847804679
177985385,23.09,48.318,25.283,76.639,1361.0,15.0,47.938,75.901,47.88819899069328,76.3167988585351
177985406,23.45,48.525,25.067,75.901,1361.0,15.0,48.318,75.901,47.995649243019955,76.21284914390132
177985428,23.81,47.938,24.847,75.66,1361.0,15.0,48.318,76.158,48.07623693226496,76.19913685792599
177985450,24.17,48.347,25.026,77.76,1361.0,15.0,48.065,76.158,48.07342769919872,76.18885264344449
177985471,24.53,48.065,24.919,76.158,1361.0,15.0,47.998,76.186,48.05457077439904,76.18813948258338
177985493,24.89,47.631,25.169,76.729,1361.0,15.0,48.065,76.442,48.057178080799275,76.25160461193754
177985515,25.25,47.998,25.246,76.186,1361.0,15.0,47.998,76.186,48.042383560599454,76.23520345895315
177985536,25.61,48.427,25.516,76.442,1361.0,15.0,47.998,76.186,48.031287670449586,76.22290259421487
177985558,25.97,47.752,25.333,75.841,1361.0,15.0,47.998,76.11,48.02296575283719,76.19467694566116
177985579,26.33,48.341,25.27,74.351,1361.0,15.0,47.928,75.841,47.99922431462789,76.10625770924587
177985601,26.69,46.612,25.446,76.11,1361.0,15.0,47.752,74.451,47.93741823597092,75.6924432819344
177985623,27.05,47.928,25.007,74.451,1361.0,15.0,47.568,74.351,47.845063676978185,75.3570824614508
177985644,27.41,47.568,25.391,73.151,1361.0,15.0,47.425,74.451,47.740047757733635,75.1305618460881
177985666,27.78,47.344,25.487,73.798,1361.0,15.0,47.425,74.138,47.66128581830023,74.88242138456607
177985688,28.14,47.425,25.164,75.141,1361.0,15.0,47.344,73.798,47.58196436372517,74.61131603842455
177985709,28.5,46.514,25.572,74.138,1361.0,15.0,47.279,73.798,47.506223272793875,74.40798702881841
177985731,28.86,47.137,25.464,72.617,1361.0,15.0,47.279,72.617,47.449417454595405,73.96024027161381
177985753,29.22,47.279,25.363,72.15,1361.0,15.0,47.137,72.617,47.37131309094656,73.62443020371036
177985774,29.58,47.634,25.532,71.685,1361.0,15.0,47.137,72.15,47.31273481820992,73.25582265278277
177985796,29.94,46.738,25.788,73.33,1361.0,15.0,46.738,71.685,47.16905111365744,72.86311698958707
177985818,30.3,46.519,25.484,71.268,1361.0,15.0,46.738,71.268,47.06128833524308,72.46433774219031
177985839,30.66,46.536,25.502,70.752,1361.0,15.0,46.642,70.752,46.9564662514323,72.03625330664273
177985861,31.02,46.992,25.404,70.711,1361.0,15.0,46.536,70.711,46.85134968857423,71.70493997998206
177985882,31.38,46.642,25.352,69.395,1361.0,15.0,46.536,69.395,46.772512266430674,71.12745498498654
177985904,31.74,46.179,25.61,68.321,1361.0,15.0,46.473,68.321,46.697634199823,70.4258412387399
177985926,32.1,46.473,25.362,67.731,1361.0,15.0,46.397,67.731,46.62247564986725,69.75213092905493
177985947,32.46,46.18,25.505,67.175,1361.0,15.0,46.18,67.175,46.511856737400436,69.1078481967912
177985969,32.83,46.397,25.425,66.518,1361.0,15.0,46.18,66.518,46.42889255305033,68.4603861475934
177985991,33.19,45.594,25.571,66.499,1361.0,15.0,45.605,66.499,46.22291941478775,67.97003961069504
177986012,33.55,45.605,25.55,65.163,1361.0,15.0,45.594,65.163,46.06568956109081,67.26827970802128
177986034,33.91,45.437,25.656,65.029,1361.0,15.0,45.437,65.029,45.9085171708181,66.70845978101596
177986056,34.27,44.863,25.423,63.532,1361.0,15.0,45.418,63.532,45.78588787811358,65.91434483576197
177986077,34.63,45.418,25.457,62.891,1361.0,15.0,45.251,62.891,45.65216590858518,65.15850862682147
177986099,34.99,45.251,25.348,60.221,1361.0,15.0,44.993,62.026,45.48737443143889,64.37538147011611
177986121,35.35,44.993,25.424,62.026,1361.0,15.0,44.993,60.678,45.36378082357916,63.45103610258708
177986142,35.71,44.738,25.543,60.678,1361.0,15.0,44.738,60.414,45.20733561768437,62.69177707694031
177986164,36.07,44.103,25.594,60.414,1361.0,15.0,44.336,60.414,44.98950171326328,62.122332807705234
177986185,36.43,44.336,25.335,56.042,1361.0,15.0,44.2,59.647,44.79212628494746,61.50349960577893
177986207,36.79,44.2,25.597,59.647,1361.0,15.0,44.103,56.959,44.61984471371059,60.367374704334196
177986229,37.15,43.845,25.661,56.746,1361.0,15.0,43.979,56.746,44.45963353528295,59.46203102825065
177986250,37.52,43.928,25.51,56.959,1361.0,15.0,43.979,56.746,44.33947515146221,58.78302327118799
177986272,37.88,43.979,25.72,54.103,1361.0,15.0,43.928,54.654,44.23660636359666,57.75076745339099
177986294,38.24,44.393,25.311,54.654,1361.0,15.0,43.928,54.103,44.159454772697494,56.83882559004324
177986315,38.6,43.528,25.228,52.207,1361.0,15.0,43.528,52.948,44.001591079523116,55.86611919253243
177986337,38.96,43.378,25.135,51.634,1361.0,15.0,43.378,52.207,43.84569330964234,54.95133939439932
177986359,39.32,43.061,25.612,52.948,1361.0,15.0,43.061,51.634,43.64951998223176,54.122004545799484
177986380,39.68,42.136,25.471,50.073,1361.0,15.0,42.705,50.073,43.41338998667382,53.109753409349615
177986402,40.04,42.705,25.349,49.45,1361.0,15.0,42.705,49.45,43.23629249000537,52.19481505701221
177986424,40.4,42.549,25.383,49.038,1361.0,15.0,42.549,49.038,43.064469367504024,51.40561129275916
177986445,40.76,43.318,25.155,47.693,1361.0,15.0,42.549,47.693,42.93560202562802,50.47745846956937
177986467,41.12,42.062,25.673,46.367,1361.0,15.0,42.065,46.367,42.71795151922102,49.449843852177025
177986488,41.48,42.065,25.306,45.538,1361.0,15.0,42.062,46.343,42.55396363941577,48.67313288913277
177986510,41.84,41.735,25.283,46.343,1361.0,15.0,41.81,45.538,42.36797272956183,47.88934966684958
177986532,42.2,41.084,25.355,43.093,1361.0,15.0,41.735,43.093,42.20972954717137,46.690262250137195
177986553,42.57,41.81,25.297,42.286,1361.0,15.0,41.455,43.093,42.02104716037853,45.7909466876029
177986575,42.93,41.455,25.236,42.006,1361.0,15.0,41.084,42.286,41.786785370283894,44.91471001570217
177986597,43.29,11.271,25.061,101.007,1361.0,15.0,41.115,42.006,41.61883902771292,44.18753251177663
177986618,43.65,40.391,25.227,40.029,1361.0,15.0,40.391,40.029,41.311879270784694,43.147899383832474
177986640,44.01,41.115,25.414,38.481,1361.0,15.0,40.386,38.481,41.08040945308852,41.98117453787435
177986662,44.37,39.792,25.308,35.822,1361.0,15.0,40.391,37.263,40.90805708981639,40.801630903405766
177986683,44.73,40.386,25.319,37.263,1361.0,15.0,40.386,35.822,40.77754281736229,39.556723177554325
177986705,45.09,40.826,24.977,33.704,1361.0,15.0,39.792,33.95,40.53115711302172,38.15504238316575
177986727,45.45,39.352,24.878,33.95,1361.0,15.0,39.386,33.704,40.24486783476629,37.042281787374314
177986748,45.81,39.32,24.98,31.943,1361.0,15.0,39.352,31.943,40.021650876074716,35.76746134053074
177986770,46.17,39.386,24.979,31.509,1361.0,15.0,39.32,31.509,39.846238157056035,34.70284600539806
177986791,46.53,38.944,25.105,30.809,1361.0,15.0,38.944,30.809,39.620678617792024,33.72938450404855
177986813,46.89,38.325,24.658,29.753,1361.0,15.0,38.773,29.753,39.40875896334402,32.735288378036415
177986835,47.25,38.773,25.111,28.796,1361.0,15.0,38.539,28.827,39.191319222508014,31.75821628352731
177986856,47.62,38.123,24.827,28.827,1361.0,15.0,38.325,28.796,38.97473941688101,31.017662212645483
177986878,47.98,38.539,24.755,26.745,0.0,5.0,38.539,26.745,38.865804562660756,29.94949665948411
177986900,48.34,37.785,24.635,25.085,0.0,5.0,38.123,25.146,38.68010342199557,28.748622494613084
177986921,48.7,38.578,24.507,25.146,0.0,5.0,37.785,25.085,38.456327566496675,27.832716870959814
177986943,49.06,37.45,24.845,24.33,0.0,5.0,37.705,24.33,38.26849567487251,26.95703765321986
177986965,49.42,37.442,24.7,21.143,0.0,5.0,37.45,21.782,38.063871756154384,25.663278239914895
177986986,49.78,37.705,24.461,21.782,0.0,5.0,37.442,21.143,37.90840381711579,24.533208679936173
177987008,50.14,36.698,24.426,20.88,0.0,5.0,37.34,20.88,37.766302862836845,23.61990650995213
177987030,50.5,37.094,24.536,18.996,0.0,5.0,37.094,19.526,37.59822714712763,22.596429882464097
177987051,50.86,37.34,24.801,19.526,0.0,5.0,36.698,18.996,37.373170360345725,21.696322411848072
177987073,51.22,35.99,24.477,17.188,0.0,5.0,36.525,17.188,37.16112777025929,20.569241808886055
177987094,51.58,36.525,24.255,16.483,0.0,5.0,36.408,16.483,36.97284582769447,19.54768135666454
177987116,51.94,36.376,24.407,15.272,0.0,5.0,36.376,15.272,36.823634370770854,18.478761017498407
177987138,52.3,36.408,24.367,14.512,0.0,5.0,36.376,14.512,36.71172577807814,17.487070763123803
177987159,52.67,35.426,23.967,12.595,0.0,5.0,35.788,13.225,36.480794333558606,16.421553072342853
177987181,53.03,35.22,24.327,11.383,0.0,5.0,35.531,12.595,36.243345750168956,15.46491480425714
177987203,53.39,35.788,24.263,13.225,0.0,5.0,35.426,11.383,36.03900931262672,14.444436103192853
177987224,53.75,35.531,24.365,10.154,0.0,5.0,35.349,10.154,35.866506984470035,13.371827077394638
177987246,54.11,35.349,24.501,9.165,0.0,5.0,35.349,9.165,35.73713023835253,12.320120308045977
177987268,54.47,35.227,24.355,7.276,0.0,5.0,35.227,7.812,35.609597678764395,11.193090231034482
177987289,54.83,34.659,24.108,7.812,0.0,5.0,34.87,7.812,35.424698259073296,10.34781767327586
177987311,55.19,34.87,23.945,6.387,0.0,5.0,34.743,7.276,35.25427369430497,9.579863254956894
177987333,55.55,34.743,24.459,8.263,0.0,5.0,34.743,6.92,35.12645527072873,8.91489744121767
177987354,55.91,34.193,24.044,6.92,0.0,5.0,34.743,6.545,35.03059145304655,8.322423080913254
177987376,56.27,35.081,24.0,4.635,0.0,5.0,34.383,6.545,34.86869358978491,7.878067310684941
177987397,56.63,34.383,23.956,6.545,0.0,5.0,34.193,4.683,34.69977019233868,7.079300483013705
177987419,56.99,33.581,23.952,4.683,0.0,5.0,34.187,4.635,34.571577644254006,6.468225362260279
177987441,57.35,34.187,23.863,2.809,0.0,5.0,33.985,3.828,34.4249332331905,5.8081690216952095
177987462,57.72,33.405,23.761,0.174,0.0,5.0,33.985,2.809,34.31494992489287,5.058376766271407
177987484,58.08,33.985,23.727,3.828,0.0,5.0,33.985,0.174,34.232462443669654,3.837282574703555
177987506,58.44,34.012,23.767,-0.12,0.0,5.0,33.704,0.174,34.100346832752244,2.9214619310276664
177987527,58.8,33.103,23.653,-0.965,0.0,5.0,33.704,0.843,34.00126012456418,2.40184644827075
177987549,59.16,33.704,23.591,0.843,0.0,5.0,33.434,0.05,33.85944509342313,1.8138848362030624
177987571,59.52,33.375,23.677,1.548,0.0,5.0,33.434,0.05,33.753083820067346,1.3729136271522968
177987592,59.88,33.434,23.586,0.05,0.0,5.0,33.434,0.05,33.673312865050505,1.0421852203642226
177987614,60.24,33.764,23.813,-1.213,0.0,5.0,33.375,-1.213,33.59873464878788,0.47838891527316685
177987636,60.6,32.812,23.154,-1.687,0.0,5.0,32.812,-1.687,33.40205098659091,-0.06295831354512488
177987657,60.96,32.518,23.679,-1.932,0.0,5.0,32.518,-1.932,33.18103823994318,-0.5302187351588437
177987679,61.32,32.377,23.667,-2.471,0.0,5.0,32.518,-2.471,33.01527867995738,-1.0154140513691328
177987701,61.68,32.324,23.134,-3.331,0.0,5.0,32.518,-3.331,32.890959009968036,-1.5943105385268495
177987722,62.04,32.542,23.358,-3.896,0.0,5.0,32.542,-3.896,32.803719257476025,-2.169732903895137
177987744,62.4,32.637,23.319,-4.427,0.0,5.0,32.544,-4.427,32.738789443107024,-2.7340496779213526
177987765,62.77,32.544,23.13,-5.405,0.0,5.0,32.544,-5.31,32.69009208233027,-3.3780372584410143
177987787,63.13,32.701,23.191,-5.31,0.0,5.0,32.637,-5.405,32.6768190617477,-3.884777943830761
177987809,63.49,32.317,23.107,-6.886,0.0,5.0,32.544,-5.731,32.64361429631077,-4.346333457873071
177987830,63.85,32.84,23.504,-5.731,0.0,5.0,32.701,-6.786,32.65796072223308,-4.956250093404803
177987852,64.21,32.104,23.349,-6.786,0.0,5.0,32.379,-6.786,32.58822054167481,-5.413687570053602
177987874,64.57,33.255,23.368,-7.117,0.0,5.0,32.379,-6.164,32.5359154062561,-5.601265677540201
177987895,64.93,32.379,23.254,-6.164,0.0,5.0,32.104,-6.164,32.42793655469208,-5.741949258155151
177987917,65.29,31.752,22.946,-5.249,0.0,5.0,32.236,-6.164,32.37995241601906,-5.847461943616363
177987939,65.65,31.638,23.006,-5.824,0.0,5.0,31.935,-6.164,32.268714312014296,-5.926596457712272
177987960,66.01,32.236,23.128,-8.187,0.0,5.0,31.935,-6.093,32.18528573401072,-5.968197343284204
177987982,66.37,31.935,22.843,-7.761,0.0,5.0,32.193,-7.761,32.18721430050804,-6.416398007463153
177988004,66.73,32.297,23.105,-6.093,0.0,5.0,32.193,-7.761,32.18866072538103,-6.752548505597365
177988025,67.09,32.193,22.934,-7.867,0.0,5.0,31.971,-7.202,32.13424554403577,-6.864911379198023
177988047,67.45,31.971,22.886,-7.202,0.0,5.0,31.971,-7.202,32.09343415802683,-6.949183534398518
177988068,67.82,31.663,23.023,-6.495,0.0,5.0,31.842,-7.202,32.03057561852012,-7.012387650798889
177988090,68.18,31.403,22.957,-7.825,0.0,5.0,31.842,-7.202,31.983431713890088,-7.059790738099167
177988112,68.54,31.842,22.811,-6.795,0.0,5.0,31.842,-7.225,31.948073785417566,-7.101093053574376
177988133,68.9,32.381,23.015,-8.001,0.0,5.0,31.842,-7.225,31.921555339063175,-7.132069790180783
177988155,69.26,32.146,22.655,-7.225,0.0,5.0,32.146,-7.225,31.977666504297382,-7.155302342635586
177988177,69.62,31.589,22.887,-6.253,0.0,5.0,32.189,-7.225,32.03049987822303,-7.17272675697669
177988198,69.98,32.189,22.861,-7.806,0.0,5.0,32.146,-6.253,32.05937490866728,-6.942795067732518
177988220,70.34,32.311,22.705,-5.78,0.0,5.0,32.189,-5.973,32.09178118150046,-6.700346300799388
177988242,70.7,31.845,22.78,-5.973,0.0,5.0,32.308,-5.78,32.14583588612534,-6.470259725599541
177988263,71.06,32.308,22.523,-5.211,0.0,5.0,32.308,-5.233,32.18637691459401,-6.160944794199656
177988285,71.42,32.321,22.831,-5.233,0.0,5.0,32.308,-5.211,32.2167826859455,-5.923458595649741
177988307,71.78,31.898,22.646,-3.908,0.0,5.0,32.321,-4.849,32.24283701445913,-5.654843946737306
177988328,72.14,32.56,22.578,-4.699,0.0,5.0,32.56,-4.699,32.322127760844346,-5.415882960052979
177988350,72.51,32.708,22.798,-4.849,0.0,5.0,32.708,-3.977,32.41859582063326,-5.0561622200397345
177988371,72.87,32.988,22.519,-3.977,0.0,5.0,32.708,-3.977,32.49094686547494,-4.786371665029801
177988393,73.23,33.052,22.399,-3.199,0.0,5.0,32.708,-3.22,32.545210149106204,-4.39477874877235
177988415,73.59,32.161,22.363,-3.22,0.0,5.0,32.988,-3.199,32.655907611829655,-4.0958340615792626
177988436,73.95,32.422,22.674,-2.78,0.0,5.0,33.052,-2.976,32.75493070887224,-3.815875546184447
177988458,74.31,33.093,22.379,-2.976,0.0,5.0,33.093,-2.78,32.83944803165418,-3.556906659638335
177988480,74.67,33.187,22.824,-2.445,0.0,5.0,33.187,-2.591,32.92633602374063,-3.3154299947287518
177988501,75.03,33.286,22.238,-2.591,0.0,5.0,33.286,-2.445,33.01625201780547,-3.0978224960465637
177988523,75.39,34.725,22.796,0.788,0.0,5.0,33.519,-1.341,33.141939013354104,-2.6586168720349224
177988545,75.75,33.519,22.564,-1.341,0.0,5.0,33.857,-0.258,33.320704260015575,-2.058462654026192
177988566,76.11,33.857,22.511,-0.258,0.0,5.0,33.9,0.328,33.46552819501168,-1.4618469905196438
177988588,76.47,33.901,22.437,0.328,0.0,5.0,33.857,0.328,33.56339614625876,-1.0143852428897329
177988610,76.83,33.9,22.573,2.411,0.0,5.0,33.9,1.992,33.647547109694074,-0.2627889321672996
177988631,77.19,33.637,22.503,1.992,0.0,5.0,33.9,2.411,33.71066033227056,0.4056583008745253
177988653,77.56,34.195,22.671,4.053,0.0,5.0,33.9,3.017,33.75799524920292,1.058493725655894
177988674,77.92,33.714,22.52,3.017,0.0,5.0,34.065,4.053,33.83474643690219,1.8071202942419204
177988696,78.28,34.065,22.523,4.587,0.0,5.0,34.105,4.317,33.902309827676646,2.4345902206814403
177988718,78.64,34.105,22.446,4.317,0.0,5.0,34.105,4.587,33.95298237075748,2.9726926655110804
177988739,79.0,34.475,22.492,7.751,0.0,5.0,34.105,5.521,33.99098677806811,3.6097694991333107
177988761,79.36,35.514,22.548,5.521,0.0,5.0,34.475,7.657,34.111990083551085,4.621577124349983
177988783,79.72,33.992,22.247,7.657,0.0,5.0,34.475,7.751,34.20274256266331,5.403932843262488
177988804,80.08,35.167,22.304,8.754,0.0,5.0,35.02,8.754,34.40705692199749,6.241449632446866
177988826,80.44,34.404,22.622,9.378,0.0,5.0,35.02,9.378,34.56029269149812,7.025587224335149
177988848,80.8,35.02,22.541,9.678,0.0,5.0,35.167,9.678,34.71196951862359,7.688690418251363
177988869,81.16,35.807,22.494,10.583,0.0,5.0,35.275,10.583,34.852727138967694,8.412267813688523
177988891,81.52,35.563,22.531,11.609,0.0,5.0,35.563,11.609,35.03029535422577,9.211450860266392
177988913,81.88,35.275,22.588,12.323,0.0,5.0,35.591,12.323,35.17047151566933,9.989338145199795
177988934,82.24,35.591,22.463,14.222,0.0,5.0,35.591,14.222,35.275603636751995,11.047503608899847
177988956,82.61,36.323,22.437,16.257,0.0,5.0,35.935,14.692,35.440452727563994,11.958627706674886
177988977,82.97,35.935,22.594,14.692,0.0,5.0,36.323,14.9,35.66108954567299,12.693970780006163
177988999,83.33,36.493,22.429,14.9,0.0,5.0,36.493,16.257,35.86906715925475,13.584728085004624
177989021,83.69,36.606,22.649,17.004,0.0,5.0,36.51,17.004,36.02930036944106,14.439546063753468
177989042,84.05,36.51,22.346,20.368,0.0,5.0,36.606,18.296,36.1734752770808,15.403659547815101
177989064,84.41,37.814,22.77,18.296,0.0,5.0,36.606,20.368,36.2816064578106,16.644744660861324
177989086,84.77,37.397,22.701,21.477,0.0,5.0,37.397,21.477,36.560454843357945,17.852808495645995
177989107,85.13,36.522,22.685,22.505,0.0,5.0,37.451,21.498,36.78309113251846,18.764106371734496
177989129,85.49,37.598,22.81,21.498,0.0,5.0,37.451,22.505,36.95006834938884,19.69932977880087
177989151,85.85,37.451,22.93,23.518,0.0,5.0,37.598,23.518,37.11205126204163,20.65399733410065
177989172,86.21,38.25,22.851,25.489,0.0,5.0,37.787,24.706,37.280788446531226,21.66699800057549
177989194,86.57,37.787,22.442,24.706,0.0,5.0,38.25,25.489,37.52309133489842,22.622498500431618
177989216,86.93,38.255,22.546,25.895,0.0,5.0,38.255,25.895,37.70606850117381,23.440623875323713
177989237,87.29,38.7,22.665,26.591,1361.0,15.0,38.415,26.591,37.88330137588036,24.228217906492787
177989259,87.66,39.043,22.785,27.242,1361.0,15.0,38.7,27.242,38.08747603191027,24.98166342986959
177989280,88.02,38.415,22.881,28.617,1361.0,15.0,39.043,28.617,38.3263570239327,25.890497572402193
177989302,88.38,63.962,22.717,89.149,1361.0,15.0,39.106,31.334,38.521267767949524,27.251373179301645
177989324,88.74,39.106,22.878,31.334,1361.0,15.0,39.235,31.665,38.69970082596214,28.35477988447623
177989345,89.1,39.235,22.761,31.665,1361.0,15.0,40.061,33.071,39.040025619471606,29.533834913357172
177989367,89.46,40.404,22.808,33.624,1361.0,15.0,39.596,33.071,39.179019214603706,30.41812618501788
177989389,89.82,40.061,22.715,33.071,1361.0,15.0,40.061,33.624,39.39951441095278,31.21959463876341
177989410,90.18,39.596,22.814,35.827,1361.0,15.0,40.404,35.827,39.65063580821459,32.37144597907256
177989432,90.54,40.669,22.777,37.336,1361.0,15.0,40.669,35.848,39.90522685616094,33.24058448430442
177989454,90.9,41.352,22.862,35.848,1361.0,15.0,40.669,37.336,40.0961701421207,34.264438363228315
177989475,91.26,41.117,23.195,39.034,1361.0,15.0,40.911,39.034,40.29987760659053,35.45682877242123
177989497,91.62,40.297,22.924,40.854,1361.0,15.0,41.117,39.71,40.5041582049429,36.520121579315926
177989519,91.98,40.911,23.491,39.71,1361.0,15.0,41.117,40.854,40.657368653707174,37.603591184486945
177989540,92.34,41.81,23.2,43.35,1361.0,15.0,41.219,43.263,40.79777649028038,39.018443388365206
